id_estoque,ingrediente,quantidade,unidade
5224,Mel,52.46,kg
1603,Açúcar,8.9,L
6388,Leite,82.53,kg
564,Chocolate,79.86,kg
5891,Farinha,88.02,L
1474,Mel,35.95,ml
6047,Chocolate,41.63,g
1315,Mel,14.84,ml
405,Farinha,29.73,g
4031,Mel,89.13,kg
6350,Mel,66.29,kg
9669,Leite,95.24,g
7344,Açúcar,42.62,kg
4400,Mel,48.67,kg
6662,Farinha,49.42,g
1872,Mel,20.63,L
9087,Chocolate,42.45,L
140,Leite,97.61,L
2102,Canela,20.2,kg
3850,Açúcar,52.15,ml
8419,Café,49.05,L
1236,Café,33.94,L
9390,Farinha,88.55,ml
1278,Farinha,90.42,kg
5016,Leite,6.45,g
621,Leite,97.07,kg
2224,Mel,89.03,L
5021,Café,87.75,L
681,Leite,99.93,L
9413,Mel,45.05,L
1616,Açúcar,17.33,ml
1788,Café,89.15,L
9695,Café,77.61,g
3964,Café,37.53,L
143,Canela,14.59,kg
4609,Café,1.05,g
3459,Farinha,1.65,ml
7231,Açúcar,98.74,ml
854,Farinha,8.05,L
4196,Açúcar,18.82,g
6917,Leite,80.98,g
3099,Farinha,8.32,ml
7156,Café,71.83,g
8967,Café,96.09,kg
4039,Açúcar,33.83,ml
2312,Açúcar,96.13,g
1249,Açúcar,79.96,ml
5167,Canela,24.51,ml
3243,Açúcar,27.59,L
7531,Café,53.74,g
6390,Açúcar,92.23,kg
1815,Açúcar,5.85,g
4723,Canela,59.99,L
4899,Chocolate,91.64,kg
2264,Café,66.53,g
8734,Café,18.74,g
175,Chocolate,8.96,g
1825,Açúcar,20.91,ml
3898,Chocolate,43.04,L
2235,Café,17.27,L
509,Farinha,46.43,g
6166,Leite,34.33,L
1024,Chocolate,85.88,g
7094,Canela,28.28,ml
853,Leite,96.77,g
8058,Leite,2.44,g
3784,Café,94.31,L
2094,Leite,49.19,kg
6011,Canela,9.7,kg
1702,Açúcar,36.67,L
5195,Leite,16.45,kg
6194,Chocolate,40.96,L
6772,Chocolate,43.45,g
3429,Mel,40.68,L
4436,Açúcar,61.31,ml
7017,Canela,76.18,ml
4328,Açúcar,4.08,g
6913,Café,11.64,kg
1861,Mel,58.29,g
1077,Mel,28.72,g
4565,Canela,5.18,L
3889,Café,21.93,ml
5946,Canela,94.14,kg
4332,Leite,92.56,ml
4738,Chocolate,43.56,kg
7341,Café,92.92,g
7206,Farinha,36.39,g
9581,Canela,44.7,L
5425,Leite,41.01,L
7230,Canela,17.97,g
4170,Farinha,18.62,ml
5389,Açúcar,27.91,ml
8797,Chocolate,64.2,kg
6427,Leite,56.46,L
9016,Mel,34.5,ml
4830,Canela,41.18,kg
181,Canela,90.74,ml
8813,Chocolate,60.72,ml
6347,Açúcar,44.05,ml
7151,Chocolate,1.49,L
5077,Farinha,92.53,L
4883,Açúcar,44.82,ml
5734,Leite,82.86,ml
6988,Farinha,6.16,ml
5196,Mel,49.51,ml
3712,Leite,61.87,g
3228,Chocolate,28.19,ml
7332,Farinha,75.22,kg
1773,Mel,96.78,g
2620,Farinha,51.92,kg
4061,Canela,59.84,g
9037,Açúcar,6.4,g
9819,Canela,80.77,ml
587,Chocolate,96.29,L
7553,Farinha,17.54,L
7373,Canela,43.0,L
4507,Farinha,7.0,kg
5421,Mel,6.41,L
4358,Farinha,38.38,ml
5624,Mel,87.52,L
846,Canela,51.75,L
5239,Farinha,81.12,L
7606,Canela,69.84,L
8710,Açúcar,42.55,g
2392,Farinha,82.0,kg
1676,Farinha,77.79,kg
9641,Café,91.93,L
196,Farinha,21.2,g
9225,Canela,36.5,L
5246,Açúcar,64.49,L
7883,Chocolate,62.27,ml
8265,Canela,90.07,kg
2754,Chocolate,77.21,kg
7083,Chocolate,94.77,kg
1710,Mel,27.36,ml
5045,Mel,93.39,g
6746,Mel,42.93,ml
1942,Mel,37.8,L
6027,Mel,52.47,ml
261,Leite,18.15,g
6287,Mel,92.83,L
3688,Mel,37.37,kg
5802,Chocolate,1.26,L
7217,Mel,86.3,g
8821,Mel,25.58,kg
8985,Leite,18.04,L
5888,Chocolate,24.49,L
8768,Chocolate,65.45,ml
4941,Canela,10.59,ml
9995,Canela,2.04,kg
1172,Canela,65.58,ml
3650,Chocolate,83.19,g
3985,Açúcar,16.9,L
2675,Chocolate,79.27,kg
9213,Mel,65.42,L
7358,Café,85.97,L
4527,Farinha,99.34,kg
3521,Leite,88.02,L
4703,Farinha,98.71,ml
5413,Leite,20.8,ml
932,Açúcar,37.38,kg
9361,Chocolate,13.18,L
1685,Chocolate,12.25,kg
5827,Chocolate,55.64,L
9304,Mel,67.36,ml
3651,Açúcar,92.71,g
2552,Canela,36.07,kg
4750,Chocolate,99.4,g
4763,Mel,26.23,ml
5252,Açúcar,62.46,g
9743,Café,38.66,L
8061,Canela,95.04,L
9357,Chocolate,11.41,g
6665,Café,95.54,L
4912,Café,59.73,L
6154,Açúcar,83.89,kg
2024,Açúcar,40.79,kg
3925,Açúcar,94.03,L
1774,Chocolate,3.69,L
4412,Chocolate,99.22,L
7262,Leite,36.03,L
9209,Café,42.87,g
4124,Leite,88.68,g
872,Canela,80.57,kg
162,Farinha,63.89,g
1147,Mel,96.42,kg
7213,Chocolate,22.29,kg
2283,Farinha,51.11,g
5272,Leite,84.11,L
7759,Chocolate,35.8,g
3131,Chocolate,31.05,kg
3458,Chocolate,34.82,kg
4923,Chocolate,4.61,kg
4431,Café,76.78,kg
7142,Leite,82.13,kg
7956,Chocolate,61.64,ml
1009,Açúcar,50.76,g
2640,Canela,57.0,kg
7134,Farinha,59.04,L
7937,Açúcar,39.31,g
3711,Chocolate,78.84,g
1173,Açúcar,95.59,kg
7155,Mel,80.03,ml
7652,Café,46.14,L
1393,Leite,67.55,ml
4278,Chocolate,38.99,kg
3831,Chocolate,81.19,ml
4006,Café,47.99,ml
6895,Farinha,24.1,kg
7248,Açúcar,35.61,ml
3534,Mel,6.03,g
3571,Canela,58.92,kg
1203,Mel,7.9,L
8313,Canela,30.13,ml
4918,Mel,61.08,ml
9757,Mel,23.78,ml
3010,Mel,26.59,ml
3009,Mel,7.5,g
7614,Farinha,28.79,kg
4152,Leite,94.74,g
2566,Mel,85.69,kg
6451,Leite,51.94,kg
7760,Chocolate,66.54,L
3673,Café,86.67,ml
2241,Chocolate,55.68,g
2443,Açúcar,5.85,L
9429,Chocolate,64.9,g
8535,Leite,33.45,L
4254,Mel,34.03,kg
9812,Açúcar,84.5,kg
4473,Café,29.52,g
2084,Leite,55.74,g
8347,Chocolate,96.01,g
2278,Leite,25.7,L
7025,Leite,47.87,kg
843,Café,36.09,ml
9067,Leite,66.65,kg
5336,Açúcar,44.49,L
4361,Farinha,20.2,g
3514,Leite,81.03,kg
5266,Mel,70.35,g
9194,Leite,49.99,kg
4376,Farinha,69.0,ml
9739,Chocolate,84.35,kg
9974,Açúcar,7.38,L
1625,Café,7.64,L
9457,Café,91.85,L
7966,Leite,70.15,g
1602,Mel,78.09,L
5574,Farinha,78.09,L
9435,Canela,72.12,kg
6329,Açúcar,76.22,ml
1832,Canela,90.04,g
1521,Mel,87.97,kg
8402,Café,2.92,kg
3681,Canela,90.16,g
9596,Leite,12.38,g
7351,Café,12.35,g
5906,Mel,83.2,kg
3104,Chocolate,28.14,g
5378,Canela,16.18,L
5523,Canela,77.62,kg
4543,Mel,17.16,kg
6313,Mel,53.82,ml
1417,Café,81.07,L
3660,Mel,94.09,L
3842,Canela,30.74,g
70,Mel,9.67,kg
2032,Mel,19.39,L
5634,Canela,57.16,L
8282,Farinha,59.05,L
963,Farinha,55.64,kg
9691,Farinha,86.78,L
4639,Mel,27.33,g
4754,Mel,73.21,L
4306,Mel,99.68,ml
483,Mel,29.95,L
2800,Chocolate,53.42,g
5943,Leite,5.38,kg
6594,Canela,41.33,ml
6666,Farinha,5.08,g
8142,Mel,76.31,L
5119,Leite,25.07,ml
710,Farinha,23.0,ml
3724,Café,21.92,ml
4842,Chocolate,3.77,g
7082,Açúcar,26.89,kg
8357,Café,21.36,L
9347,Leite,4.51,g
4537,Chocolate,4.72,kg
313,Açúcar,46.04,g
1134,Leite,15.42,ml
4735,Açúcar,54.46,kg
1643,Leite,9.47,ml
1423,Farinha,51.23,ml
480,Farinha,70.14,L
3837,Café,70.36,ml
2648,Canela,68.92,kg
8228,Mel,77.3,ml
8185,Açúcar,86.66,L
5851,Farinha,51.87,L
473,Canela,92.46,g
7863,Açúcar,16.49,kg
7334,Açúcar,39.49,kg
6469,Farinha,80.0,g
3957,Chocolate,10.04,g
8832,Chocolate,46.26,g
6015,Açúcar,78.28,kg
7340,Café,41.67,kg
231,Chocolate,97.3,g
7367,Mel,68.86,L
9160,Chocolate,88.07,g
9447,Mel,56.29,g
7697,Café,39.12,g
1298,Leite,41.5,g
421,Leite,72.48,g
757,Mel,60.96,L
3249,Canela,40.12,ml
9432,Leite,35.04,kg
2454,Mel,31.74,ml
1661,Chocolate,71.95,L
7252,Canela,33.19,g
4202,Farinha,37.88,L
3323,Leite,82.33,L
3727,Chocolate,28.95,ml
7415,Açúcar,25.95,g
342,Farinha,34.54,ml
53,Café,42.69,ml
6574,Leite,63.9,ml
2693,Canela,76.93,L
3036,Café,50.57,g
4335,Café,6.73,L
6551,Mel,51.03,kg
3602,Açúcar,1.51,g
7297,Chocolate,49.3,L
6501,Chocolate,15.15,L
6516,Canela,46.42,g
8283,Mel,46.73,L
298,Açúcar,18.73,ml
4090,Açúcar,59.47,L
4970,Mel,90.43,kg
8409,Leite,11.97,g
864,Chocolate,77.67,ml
2787,Farinha,3.92,L
8604,Leite,21.14,kg
520,Café,74.01,kg
5149,Café,92.05,L
6898,Açúcar,70.36,g
9069,Açúcar,19.13,ml
9081,Açúcar,45.89,g
960,Leite,80.58,kg
598,Leite,78.2,ml
7409,Canela,25.3,L
4286,Café,48.42,L
1543,Leite,56.33,L
1657,Canela,19.72,L
8684,Chocolate,98.46,kg
5325,Canela,64.31,ml
3069,Café,3.28,g
2651,Açúcar,96.57,kg
6041,Leite,72.86,g
3081,Canela,64.42,kg
218,Mel,58.32,L
3603,Açúcar,99.04,kg
340,Leite,44.3,kg
5382,Chocolate,94.82,g
4115,Canela,69.82,L
988,Chocolate,63.94,g
9418,Mel,89.03,L
6324,Leite,70.42,L
1744,Leite,32.95,g
3997,Açúcar,56.11,L
1547,Farinha,19.76,L
9022,Açúcar,3.81,g
1655,Leite,81.58,kg
4935,Café,9.23,ml
8615,Mel,40.55,L
3687,Farinha,32.22,ml
8965,Leite,68.5,g
3286,Canela,4.74,g
9678,Mel,16.35,kg
3624,Açúcar,87.52,kg
7585,Canela,71.98,ml
7294,Canela,59.49,g
9040,Chocolate,89.02,L
1664,Açúcar,64.12,L
5706,Mel,85.57,kg
5424,Leite,6.43,g
8598,Mel,94.12,ml
3559,Canela,71.23,g
2028,Açúcar,98.28,g
9164,Açúcar,55.59,L
8097,Mel,21.42,kg
6505,Mel,20.83,ml
8401,Café,64.96,kg
2839,Farinha,46.51,ml
1155,Café,88.83,kg
1704,Chocolate,5.35,L
3250,Canela,86.14,ml
9450,Farinha,72.37,kg
1921,Leite,27.05,L
9658,Leite,59.84,ml
6143,Canela,43.35,g
7031,Farinha,50.01,kg
2576,Café,36.68,L
3973,Leite,97.42,g
1410,Mel,26.33,ml
2788,Açúcar,21.09,ml
6088,Leite,11.72,L
9982,Açúcar,21.09,g
6067,Canela,8.2,ml
7806,Chocolate,49.28,ml
69,Mel,95.25,kg
134,Chocolate,66.29,ml
6603,Mel,8.52,L
8493,Farinha,65.86,kg
5643,Café,62.04,kg
8853,Leite,38.68,g
5893,Leite,17.53,L
6490,Café,22.04,g
6701,Mel,7.27,g
6981,Chocolate,35.1,ml
1828,Chocolate,49.99,g
6187,Café,15.74,g
9646,Açúcar,64.36,ml
1996,Leite,93.81,kg
8514,Canela,19.77,L
610,Açúcar,87.05,L
42,Farinha,59.72,L
3861,Chocolate,97.0,g
4474,Canela,68.88,g
8550,Canela,51.08,kg
3064,Açúcar,24.99,g
7583,Leite,94.87,kg
2858,Açúcar,16.68,ml
6260,Canela,54.38,L
6556,Chocolate,8.26,kg
4669,Açúcar,1.77,g
1469,Mel,68.67,L
3478,Farinha,6.36,g
1471,Canela,4.2,kg
3723,Leite,15.72,L
2336,Café,49.51,g
9824,Canela,79.22,kg
5470,Mel,96.91,g
7945,Chocolate,78.5,g
6954,Café,56.36,ml
7668,Chocolate,94.2,kg
9048,Canela,73.6,kg
7422,Chocolate,73.31,ml
8526,Farinha,18.08,g
1669,Café,44.75,L
5989,Café,62.08,g
2597,Farinha,86.79,L
5503,Café,65.81,g
3494,Leite,58.2,L
3245,Açúcar,22.71,g
8772,Mel,25.53,kg
5076,Mel,56.05,L
1911,Açúcar,29.65,ml
9249,Canela,85.08,g
7594,Canela,23.08,ml
5124,Farinha,30.21,g
5055,Açúcar,10.81,kg
9917,Leite,25.69,g
219,Açúcar,19.13,g
3029,Açúcar,72.37,kg
2418,Chocolate,49.9,L
2243,Açúcar,41.84,L
5221,Leite,2.57,g
4872,Farinha,61.64,L
6345,Canela,63.33,kg
9931,Chocolate,58.2,g
9092,Mel,59.79,L
3696,Mel,56.05,L
306,Chocolate,79.1,ml
4379,Café,12.85,ml
3072,Chocolate,73.19,ml
2080,Açúcar,84.05,kg
5050,Mel,13.72,L
7310,Café,28.06,ml
6,Açúcar,95.54,L
4003,Canela,69.08,L
748,Mel,32.54,g
5094,Açúcar,3.06,L
4807,Mel,73.6,ml
5713,Café,39.38,L
9408,Mel,80.68,kg
7656,Leite,45.48,ml
9183,Chocolate,78.56,ml
8653,Canela,98.6,ml
6228,Canela,33.11,g
6599,Leite,86.73,ml
945,Farinha,86.22,ml
3795,Açúcar,70.64,L
223,Mel,83.58,ml
2642,Leite,45.44,L
2684,Açúcar,99.77,ml
6880,Café,85.07,kg
4089,Chocolate,82.15,L
2167,Mel,7.85,kg
2980,Canela,69.37,kg
6006,Mel,80.66,kg
4897,Canela,13.27,g
3626,Mel,44.25,ml
9957,Farinha,77.62,kg
3083,Canela,86.26,L
655,Mel,39.11,kg
4161,Açúcar,69.7,kg
1106,Açúcar,84.85,ml
7717,Chocolate,73.39,g
2229,Mel,42.1,g
3124,Leite,62.72,kg
2848,Leite,13.71,kg
828,Leite,41.24,kg
5186,Farinha,79.9,L
2271,Café,56.58,g
9601,Açúcar,63.95,L
3298,Açúcar,57.22,kg
5080,Chocolate,3.48,ml
8075,Canela,43.79,g
4499,Café,53.8,ml
9811,Café,91.94,ml
6878,Farinha,30.94,L
9371,Açúcar,68.8,kg
8773,Farinha,17.27,kg
9904,Leite,87.11,L
7626,Mel,4.99,g
4383,Canela,4.51,kg
5408,Café,78.09,ml
3804,Canela,50.5,L
6799,Chocolate,35.36,g
1915,Café,84.59,L
6204,Mel,28.6,ml
764,Café,94.23,L
3537,Mel,69.78,kg
7420,Café,76.38,ml
24,Açúcar,93.28,ml
1379,Chocolate,67.14,ml
8076,Canela,38.79,kg
2165,Mel,15.69,L
1860,Mel,97.34,g
1617,Canela,15.55,L
9688,Farinha,99.98,ml
987,Leite,79.64,ml
5968,Mel,31.06,kg
8835,Chocolate,37.3,kg
3590,Mel,2.97,g
8555,Canela,98.06,g
665,Café,84.15,kg
7410,Mel,75.14,L
9024,Canela,89.89,kg
4127,Mel,80.35,L
493,Açúcar,13.95,g
4885,Mel,73.75,g
6938,Farinha,57.6,ml
9181,Café,41.64,L
5844,Canela,87.37,L
9454,Café,44.52,ml
6366,Mel,41.41,ml
2420,Farinha,84.67,g
1049,Farinha,85.7,L
4146,Mel,81.95,L
264,Chocolate,40.28,kg
7009,Farinha,82.25,g
2226,Farinha,2.86,L
6637,Mel,69.19,ml
5479,Mel,16.9,g
1827,Canela,56.06,ml
6503,Mel,64.44,kg
7597,Canela,95.3,ml
4714,Açúcar,74.29,g
5532,Canela,20.67,ml
2465,Canela,16.15,L
658,Açúcar,74.46,kg
7641,Canela,88.51,ml
6410,Farinha,84.26,ml
2768,Chocolate,51.72,L
5788,Chocolate,94.78,kg
7910,Açúcar,3.7,ml
7879,Mel,89.27,ml
1644,Açúcar,26.6,L
9389,Açúcar,41.32,g
565,Leite,17.77,kg
8705,Açúcar,33.44,L
6250,Açúcar,6.44,g
8363,Açúcar,62.67,L
5440,Canela,88.38,ml
1382,Canela,24.23,ml
6283,Chocolate,25.69,g
9116,Leite,86.57,g
9301,Açúcar,29.04,ml
4123,Mel,32.2,L
5597,Açúcar,94.26,ml
1389,Café,30.13,ml
2562,Café,49.61,ml
1303,Chocolate,29.17,g
9322,Mel,26.71,kg
1034,Farinha,62.84,L
5217,Mel,38.59,g
5474,Farinha,96.3,ml
5392,Açúcar,60.18,ml
9878,Açúcar,14.42,ml
8252,Canela,40.15,ml
3704,Café,73.33,ml
1880,Café,92.31,ml
6653,Chocolate,6.63,kg
6039,Mel,27.96,ml
7383,Açúcar,31.27,kg
9690,Canela,42.77,g
8088,Leite,31.09,ml
6688,Chocolate,31.22,L
8805,Açúcar,88.75,ml
7747,Mel,87.86,ml
2246,Café,48.6,kg
3319,Farinha,2.75,L
7154,Chocolate,56.74,L
8420,Café,72.73,g
1593,Leite,38.32,kg
7728,Canela,49.92,ml
4816,Canela,21.53,L
9820,Café,99.96,L
6791,Chocolate,41.28,g
4567,Leite,20.84,ml
8988,Leite,56.13,ml
6118,Chocolate,3.68,g
6085,Chocolate,30.94,ml
2345,Farinha,77.98,L
6658,Canela,34.14,L
8646,Café,96.31,ml
5676,Leite,93.34,kg
4347,Açúcar,49.15,g
8243,Café,36.5,L
9211,Canela,92.24,kg
9291,Chocolate,23.74,L
2378,Farinha,2.44,ml
8375,Chocolate,83.35,ml
4414,Açúcar,19.74,ml
1455,Açúcar,67.97,kg
6026,Canela,31.88,ml
241,Canela,30.61,g
807,Açúcar,83.08,ml
5403,Leite,65.19,L
5125,Chocolate,58.84,kg
728,Açúcar,10.31,g
7738,Açúcar,1.18,g
7661,Farinha,64.59,ml
1309,Leite,21.33,g
2696,Farinha,77.48,L
5452,Açúcar,11.53,g
5707,Açúcar,49.38,kg
575,Mel,65.0,ml
5233,Leite,92.03,g
6964,Mel,32.23,ml
1991,Mel,83.38,kg
5342,Mel,95.11,g
6873,Café,86.96,ml
7430,Leite,75.77,ml
7010,Canela,96.75,ml
5993,Açúcar,60.35,g
6034,Café,63.8,L
57,Canela,91.03,kg
6271,Mel,33.14,kg
4504,Canela,37.31,L
9556,Café,1.22,ml
9179,Café,53.51,ml
5270,Chocolate,45.64,g
3824,Mel,87.63,kg
7619,Mel,18.71,kg
6447,Café,95.73,g
6456,Chocolate,6.55,kg
2850,Café,46.89,L
1525,Farinha,59.11,kg
1772,Leite,70.13,kg
817,Mel,45.15,ml
226,Açúcar,78.07,L
3589,Mel,27.26,ml
3564,Mel,69.82,L
1513,Farinha,60.82,kg
3384,Canela,13.21,L
5367,Chocolate,47.9,kg
6007,Mel,32.63,L
89,Chocolate,86.37,g
865,Mel,24.35,ml
2853,Café,65.04,L
247,Açúcar,64.07,ml
7,Canela,24.89,kg
3188,Leite,28.07,ml
1634,Açúcar,53.16,g
6702,Mel,75.18,L
5267,Mel,23.85,kg
3722,Café,76.61,g
975,Açúcar,99.14,kg
1175,Canela,73.09,g
4368,Café,77.08,g
1427,Mel,39.34,kg
4305,Mel,16.43,ml
3143,Café,23.46,g
2938,Leite,76.39,ml
722,Farinha,31.45,g
5689,Açúcar,26.6,ml
3210,Chocolate,44.66,ml
7895,Mel,47.0,g
7469,Chocolate,12.94,ml
4617,Mel,45.54,kg
1934,Chocolate,59.41,ml
5647,Café,36.29,g
77,Canela,38.75,g
1830,Café,84.34,L
4034,Farinha,8.52,L
9138,Mel,8.54,kg
3342,Mel,26.25,kg
597,Leite,81.37,L
6066,Açúcar,14.82,ml
9853,Farinha,70.08,ml
9656,Café,11.14,kg
5155,Farinha,69.85,ml
9230,Açúcar,80.2,g
4802,Mel,80.41,kg
9107,Canela,61.48,g
6731,Farinha,6.6,L
4192,Chocolate,40.19,kg
3499,Café,15.65,kg
7856,Canela,96.59,L
9659,Chocolate,49.21,kg
4104,Chocolate,53.75,ml
9976,Chocolate,61.68,ml
6251,Canela,7.84,kg
9747,Farinha,76.45,kg
7820,Mel,44.6,kg
4121,Canela,37.57,kg
8207,Mel,32.11,ml
1481,Chocolate,76.78,ml
9516,Café,77.37,L
3015,Açúcar,12.19,L
6906,Farinha,92.96,g
1936,Mel,65.63,L
8294,Canela,10.89,kg
8267,Chocolate,70.41,ml
6687,Chocolate,68.52,L
4125,Açúcar,97.38,kg
8168,Chocolate,82.83,kg
3339,Mel,14.78,L
2603,Leite,75.89,kg
8450,Café,8.19,L
3379,Leite,7.82,kg
670,Leite,37.88,L
3666,Leite,26.42,L
1843,Farinha,82.2,kg
9144,Café,19.14,L
4546,Farinha,31.3,ml
176,Café,72.44,kg
6678,Leite,30.79,kg
4778,Café,63.17,ml
3841,Chocolate,88.96,g
4318,Farinha,46.36,kg
6835,Farinha,47.39,g
1324,Leite,78.57,ml
7548,Chocolate,96.38,L
2487,Café,80.46,L
9091,Açúcar,80.47,L
8140,Chocolate,38.26,ml
6304,Canela,40.28,g
6891,Canela,78.67,g
7995,Mel,48.7,kg
9096,Açúcar,35.81,ml
6884,Farinha,25.12,ml
1933,Farinha,80.61,L
4477,Canela,23.87,ml
3949,Leite,19.62,ml
4572,Farinha,80.09,L
6831,Leite,38.21,kg
7505,Chocolate,39.95,ml
8224,Açúcar,88.17,L
5358,Mel,3.6,L
5412,Farinha,35.2,kg
7264,Açúcar,29.83,g
9993,Farinha,14.84,ml
7989,Café,8.36,ml
5979,Canela,18.33,L
6417,Chocolate,68.39,g
7646,Chocolate,96.19,g
8111,Mel,94.08,ml
3991,Café,8.24,ml
9078,Leite,41.61,g
4599,Chocolate,49.55,ml
8760,Café,48.47,kg
1890,Café,73.38,kg
2905,Canela,33.9,L
836,Chocolate,79.65,ml
5758,Mel,88.65,L
9114,Café,25.53,L
7721,Chocolate,3.86,ml
4977,Leite,92.78,ml
9154,Café,44.46,g
3544,Mel,25.5,kg
9932,Chocolate,31.55,L
4401,Açúcar,28.51,kg
1354,Chocolate,23.94,g
9554,Farinha,75.25,ml
4680,Café,35.63,kg
2054,Leite,3.94,g
3719,Mel,90.19,kg
5511,Chocolate,29.16,g
8639,Mel,73.36,L
6778,Farinha,99.81,kg
8395,Canela,19.06,g
6918,Canela,1.33,ml
1418,Café,79.05,kg
4784,Açúcar,19.36,ml
1670,Mel,66.49,g
844,Canela,86.13,g
4720,Canela,75.08,L
8454,Café,18.93,ml
5711,Chocolate,72.83,g
8202,Mel,45.96,L
2583,Canela,84.08,g
540,Açúcar,68.89,L
6339,Açúcar,63.51,ml
9187,Farinha,94.33,g
6256,Café,62.13,kg
3699,Canela,47.62,ml
6421,Canela,9.6,ml
9129,Farinha,25.47,g
7385,Farinha,40.41,g
370,Leite,30.6,g
6401,Mel,95.17,ml
3906,Leite,82.53,g
8466,Mel,57.26,ml
8960,Açúcar,84.74,kg
3487,Mel,79.46,g
4385,Canela,6.27,L
6063,Canela,77.56,ml
5486,Mel,59.97,ml
201,Chocolate,70.59,L
6337,Café,82.42,kg
4276,Café,90.41,L
7870,Canela,93.41,g
5693,Farinha,80.43,g
2430,Café,16.24,kg
1029,Açúcar,7.07,kg
8049,Farinha,62.95,kg
5524,Farinha,89.97,ml
664,Farinha,48.79,L
119,Canela,62.05,L
5236,Chocolate,82.97,ml
7164,Leite,80.64,g
7137,Leite,48.34,g
3333,Café,48.82,kg
3976,Canela,42.88,kg
3512,Mel,29.55,kg
2379,Canela,16.78,L
9035,Mel,81.82,L
8488,Canela,51.53,ml
9916,Leite,99.55,ml
8912,Mel,84.19,kg
9464,Café,65.27,L
3599,Farinha,30.46,kg
8163,Açúcar,8.23,g
56,Mel,55.3,g
8964,Mel,31.19,L
9557,Chocolate,88.54,ml
3840,Canela,5.35,g
8836,Farinha,10.21,g
8758,Canela,32.87,kg
9082,Café,9.15,ml
6824,Farinha,89.57,L
3079,Canela,86.92,ml
7788,Mel,78.79,kg
7406,Café,24.54,L
8106,Mel,25.65,ml
6128,Açúcar,8.33,g
9720,Café,34.61,ml
8013,Farinha,31.5,kg
1957,Chocolate,17.51,kg
9703,Café,96.22,g
675,Mel,61.37,g
452,Café,39.3,ml
4342,Café,50.07,ml
1386,Farinha,68.81,kg
6144,Açúcar,86.63,kg
9453,Café,71.45,kg
6919,Farinha,9.84,g
7146,Canela,11.26,g
2757,Leite,67.54,L
5981,Leite,42.84,kg
4541,Mel,75.36,kg
4298,Mel,87.5,kg
4293,Açúcar,63.56,L
2790,Farinha,4.58,kg
4838,Açúcar,38.18,g
9484,Leite,16.11,L
3052,Leite,66.0,ml
7935,Farinha,93.15,ml
1777,Farinha,25.37,ml
4072,Açúcar,44.14,ml
818,Chocolate,70.46,ml
1374,Leite,19.66,g
378,Café,85.04,L
491,Café,56.17,L
3085,Café,65.89,g
3414,Farinha,43.85,L
6100,Mel,29.61,kg
1787,Açúcar,93.0,L
944,Chocolate,79.08,ml
4911,Mel,89.77,ml
599,Mel,68.35,kg
7826,Mel,12.22,kg
7674,Leite,8.98,g
2637,Café,32.97,kg
6740,Chocolate,38.17,kg
6937,Café,89.1,kg
410,Farinha,42.72,ml
2687,Açúcar,15.2,ml
7957,Farinha,78.86,g
4007,Farinha,40.95,kg
588,Chocolate,64.11,g
8471,Chocolate,14.44,g
6583,Café,33.51,L
126,Açúcar,14.99,ml
2334,Farinha,36.17,g
52,Farinha,74.18,kg
3790,Mel,64.43,kg
141,Farinha,3.31,L
2391,Chocolate,87.56,g
2503,Farinha,97.4,kg
8670,Canela,56.41,kg
9030,Café,6.68,g
9171,Mel,62.95,ml
7436,Café,4.63,ml
1918,Farinha,19.97,ml
4440,Leite,68.39,g
9060,Leite,44.62,ml
4814,Canela,56.4,g
3126,Açúcar,62.05,kg
8619,Café,31.01,L
3368,Café,98.46,ml
2720,Café,4.38,ml
2325,Canela,12.0,ml
2841,Farinha,82.01,kg
9583,Mel,16.76,L
5786,Farinha,80.47,ml
4744,Mel,20.67,g
7282,Chocolate,79.5,g
6783,Farinha,59.55,L
6489,Farinha,10.35,g
4828,Canela,40.7,L
4867,Chocolate,94.69,kg
2967,Leite,41.71,L
6160,Leite,83.97,g
9565,Mel,31.18,L
5541,Chocolate,47.44,L
3656,Canela,68.93,ml
9810,Leite,26.47,kg
830,Leite,26.63,ml
1145,Mel,89.03,L
550,Mel,90.1,L
388,Mel,71.13,kg
192,Café,18.45,kg
2012,Canela,22.19,L
6133,Mel,59.72,kg
9370,Canela,70.48,ml
3787,Farinha,13.45,L
9716,Mel,6.24,kg
5904,Mel,79.06,kg
3685,Canela,8.7,kg
6691,Chocolate,54.93,L
6107,Café,25.79,kg
7510,Café,73.55,L
2809,Farinha,82.41,g
3366,Canela,99.57,g
3638,Chocolate,78.76,L
811,Café,77.8,ml
7969,Café,49.24,ml
8513,Mel,84.59,kg
600,Leite,53.66,kg
785,Farinha,64.48,kg
680,Café,56.47,g
9779,Mel,11.57,g
2996,Canela,32.97,kg
8640,Farinha,83.61,g
1283,Leite,9.91,ml
1689,Mel,34.54,kg
9486,Chocolate,40.0,kg
2347,Farinha,97.03,g
5254,Açúcar,98.61,L
3369,Farinha,48.35,ml
9750,Chocolate,98.76,g
3942,Café,24.31,g
375,Café,94.37,ml
3652,Leite,42.65,L
7274,Açúcar,95.41,g
1929,Farinha,5.79,g
1904,Farinha,79.43,g
8385,Farinha,88.27,kg
7579,Chocolate,28.11,kg
4790,Leite,43.37,ml
726,Café,46.93,L
4688,Chocolate,41.95,kg
8651,Chocolate,92.07,g
3575,Café,40.59,L
4708,Canela,29.65,g
