id_item_cardapio,id_estoque,quantidade,unidade
38,3694,10,kg
72,6819,15,kg
60,8999,3,g
6,1357,17,ml
52,5954,9,L
29,9520,9,kg
48,7422,18,L
50,3778,8,ml
70,1009,17,kg
100,4902,12,kg
45,8284,8,kg
29,1324,9,L
65,1731,11,ml
3,6119,7,g
28,8673,7,kg
32,2529,6,L
22,156,19,ml
18,6771,15,L
64,8003,9,ml
85,7831,11,L
19,804,12,L
10,5987,20,kg
12,4467,8,g
13,3338,18,kg
96,8876,16,L
91,7270,19,ml
82,7949,20,L
37,9152,1,L
13,9551,20,g
65,9247,4,kg
32,24,14,kg
84,7320,4,ml
50,531,3,ml
8,7525,18,g
67,4221,6,L
97,8779,17,L
87,6451,7,kg
89,7393,13,L
40,1884,8,L
20,8002,8,L
28,664,18,L
5,1455,10,g
73,9159,20,ml
51,7835,7,g
49,3263,8,kg
57,3548,7,ml
13,1078,20,g
97,6607,3,kg
71,4227,15,ml
22,814,6,ml
75,2570,11,kg
53,7069,4,ml
84,6809,18,kg
76,1064,17,g
72,1364,9,kg
16,2457,9,ml
92,8788,3,ml
28,6280,7,kg
44,4669,5,kg
31,8875,7,ml
20,928,5,g
41,7454,14,g
33,882,16,L
61,6210,17,kg
97,2553,11,kg
7,1664,18,ml
17,1982,5,g
73,7854,12,L
92,3221,7,L
89,5594,4,L
40,3457,10,L
64,9994,11,ml
47,5335,20,ml
41,6407,4,L
79,7476,18,ml
77,3387,6,kg
95,5340,17,L
70,6105,1,ml
78,1195,14,L
73,106,6,kg
16,4905,8,L
5,5141,16,g
17,3961,19,kg
19,7813,17,L
61,706,7,ml
98,1644,8,kg
65,9830,3,ml
5,5380,9,ml
69,9566,7,kg
67,2019,5,kg
92,160,6,ml
78,4960,6,ml
30,4654,20,g
73,6084,17,kg
44,3453,3,ml
48,829,8,L
13,7096,18,kg
9,1655,1,ml
7,9218,15,g
78,327,2,L
24,3904,19,g
10,4175,16,kg
88,131,19,g
21,9318,15,ml
62,6376,9,L
10,4606,17,g
50,3586,20,g
33,6031,8,L
89,6556,16,kg
7,3739,10,g
61,9373,2,ml
92,8674,5,kg
7,1589,3,ml
19,7575,5,L
88,3989,1,kg
67,1220,8,L
48,1928,19,ml
63,4179,13,L
13,4436,16,L
100,9470,19,ml
47,1323,19,kg
16,9585,10,ml
40,4301,8,g
21,2576,16,g
42,7305,19,kg
5,8899,20,ml
87,581,6,ml
24,6736,6,kg
96,1547,12,g
84,4988,13,g
71,9569,11,kg
54,384,8,g
38,3751,8,kg
62,4456,18,ml
21,3410,9,L
13,2162,1,g
9,2415,9,ml
24,617,4,g
4,3988,11,kg
19,8604,18,ml
95,1578,9,L
14,586,8,L
77,3977,2,g
13,5415,17,L
37,2845,15,g
14,9847,8,ml
47,8427,12,ml
72,9951,19,g
50,6721,8,kg
40,6030,19,kg
69,2961,17,g
23,7574,1,L
37,2156,6,ml
27,3975,5,kg
36,6894,12,L
100,9949,4,ml
82,6591,18,g
15,8652,20,L
2,6505,12,kg
82,7600,6,ml
12,7741,7,ml
41,9006,7,ml
34,7914,3,kg
76,2702,10,g
58,7116,7,ml
15,2283,17,g
77,4576,18,L
99,736,1,g
53,2369,18,kg
26,4146,2,ml
97,1442,7,ml
76,7505,5,L
88,1501,8,g
89,3195,4,ml
2,8631,3,ml
46,3852,15,kg
63,5147,7,kg
45,4932,14,g
42,1461,1,kg
25,1816,2,ml
20,7225,3,g
50,9408,10,g
87,8742,4,L
56,5948,14,kg
72,6662,5,g
74,9536,7,kg
21,9790,4,g
96,6002,16,L
21,1992,6,g
9,2369,10,L
74,7674,13,ml
92,352,2,ml
74,4824,14,L
89,2208,5,ml
54,3687,16,g
32,4810,11,g
21,5834,2,L
61,4874,4,kg
31,3057,19,kg
6,2567,3,ml
80,3589,20,ml
47,1103,9,L
83,1567,6,ml
79,9788,4,kg
79,8552,7,g
29,9095,7,kg
88,2033,17,ml
60,5511,17,kg
94,5341,5,kg
66,2896,16,kg
54,7137,9,L
66,3861,1,g
44,9416,6,L
66,1946,8,g
16,9093,18,g
26,1456,18,kg
28,4025,19,L
84,2228,10,g
93,4923,7,g
38,9811,12,L
67,3787,15,ml
66,6650,19,ml
35,1153,14,g
50,8151,9,kg
41,7620,11,g
93,1732,3,kg
19,9435,7,kg
46,6935,19,g
52,3781,6,kg
88,9422,13,L
72,408,4,g
21,6105,1,kg
28,336,6,L
47,9533,17,L
96,7865,6,g
34,7629,18,g
64,7107,2,kg
61,2059,3,L
64,3534,12,g
86,4014,1,g
77,4924,5,ml
38,8670,10,L
18,3500,10,L
65,1566,2,ml
4,8264,17,kg
36,464,11,ml
90,9148,3,L
87,3670,5,L
98,5606,4,L
67,4748,16,g
49,1787,13,ml
12,6847,20,L
52,3895,3,ml
41,2216,14,kg
69,2915,14,g
22,2776,20,g
92,2772,1,g
60,3718,1,kg
51,2577,12,L
20,2621,7,L
40,7448,18,g
64,4421,19,L
61,1962,12,ml
100,1802,5,g
27,1403,10,ml
96,7743,20,kg
31,6055,14,ml
36,4272,18,L
35,9352,13,g
65,6641,5,g
31,3913,11,L
26,4996,7,g
45,8752,3,g
73,4545,6,L
1,9517,4,kg
87,4262,3,kg
88,1322,19,g
84,5540,18,L
53,9229,3,g
68,1464,20,kg
18,9618,20,g
62,5790,1,ml
42,6651,1,ml
70,6417,19,g
42,1792,9,g
46,8428,12,ml
47,2705,6,ml
48,4097,8,kg
61,7059,3,kg
42,5470,7,ml
37,8067,12,g
49,5074,20,g
96,6314,10,L
11,7853,7,L
34,335,19,g
58,3490,3,ml
36,9073,17,ml
90,330,16,g
13,2296,9,ml
52,8751,7,kg
35,673,19,L
98,720,13,kg
45,9614,16,L
44,7707,17,g
29,8977,1,kg
38,5722,11,kg
8,126,6,L
18,7208,19,kg
11,8571,6,g
19,878,6,ml
16,9678,9,ml
57,6255,20,kg
5,1259,3,kg
11,7654,10,g
33,2230,4,kg
44,1526,20,L
4,9111,1,g
8,4192,10,ml
64,3806,8,ml
97,8982,10,ml
15,4262,5,ml
57,1896,2,L
89,4012,10,L
28,7168,17,g
71,2713,18,g
36,1682,20,ml
51,2685,7,L
71,2762,3,kg
99,8503,12,g
79,1180,19,L
11,8718,4,L
34,8447,10,ml
13,4468,16,ml
67,6100,8,ml
67,8458,15,L
7,1996,20,L
12,5453,2,ml
24,6638,16,kg
55,4429,17,kg
80,2406,12,g
42,8261,5,kg
68,4758,8,kg
23,5967,3,kg
17,8422,19,g
44,7947,15,g
12,9483,20,kg
83,3901,17,ml
72,894,5,g
42,4723,1,L
85,5035,10,kg
60,8214,8,L
56,2736,2,kg
87,3104,18,L
39,4911,9,kg
42,3433,9,ml
78,216,16,g
70,9872,2,ml
11,2722,2,g
31,5279,14,kg
64,8544,14,ml
81,5014,16,kg
87,2566,6,ml
2,7215,9,L
67,2073,9,g
8,6383,17,kg
54,331,12,g
2,824,7,kg
85,381,15,g
27,4753,15,g
95,4671,11,g
99,5715,17,L
52,4056,9,ml
47,3326,7,L
24,8461,16,kg
75,5951,5,ml
33,8978,5,kg
62,6392,20,g
35,6177,7,kg
90,8005,3,L
60,4248,17,ml
5,8307,9,kg
27,8496,4,ml
38,3448,3,ml
47,3294,6,kg
92,6435,15,L
45,3845,10,kg
24,7592,9,kg
23,8405,14,kg
60,260,12,ml
62,1856,2,ml
67,7126,6,ml
55,6117,13,kg
4,1041,12,g
96,1280,15,g
9,5658,1,g
49,8185,2,ml
92,1075,10,ml
100,5960,18,kg
72,3619,14,g
44,5126,17,g
32,7106,12,kg
88,5463,3,L
2,132,6,ml
90,7800,1,kg
45,4390,13,ml
4,5528,12,g
5,6982,5,g
24,2771,9,kg
46,8194,18,kg
25,9025,15,kg
81,7921,15,kg
15,9826,19,L
75,9013,8,L
35,2273,3,L
8,5565,1,L
11,1815,6,g
82,8336,12,ml
22,6200,5,ml
83,1229,7,ml
89,1005,3,kg
18,5360,16,ml
86,8218,17,ml
77,7132,20,ml
99,4329,16,ml
16,6938,20,ml
58,7063,13,g
73,6953,12,g
70,9999,16,ml
22,7032,14,ml
49,5245,12,kg
87,6201,14,kg
2,3848,14,ml
8,2109,1,kg
63,7491,20,ml
93,8203,2,kg
97,7861,4,ml
72,3244,6,ml
25,2037,14,L
8,6521,11,ml
47,9419,4,L
95,4881,17,L
65,5808,15,L
32,3585,4,L
45,6809,5,kg
98,2705,5,kg
2,8190,20,kg
89,4797,7,L
66,6789,7,kg
84,9598,6,ml
81,3707,17,L
28,9639,3,L
47,1708,4,L
54,7115,5,kg
66,8957,7,g
65,9379,9,ml
51,1165,10,g
63,7111,1,kg
39,8948,15,ml
11,6034,6,L
22,4291,15,g
2,8800,13,L
64,3314,7,ml
90,9763,2,kg
30,1312,9,ml
49,1396,2,ml
17,9607,6,g
56,5688,19,g
87,6668,16,g
37,5202,4,ml
41,9289,17,kg
12,5836,15,kg
19,6984,20,L
40,7629,16,g
24,5649,11,kg
15,6519,12,ml
55,3473,12,kg
81,2741,9,kg
60,8360,6,kg
45,4329,5,kg
80,9950,1,kg
75,8192,18,L
4,9776,14,kg
81,9827,5,L
24,1692,1,g
13,5459,8,ml
58,2493,8,kg
48,5478,9,ml
98,2722,10,kg
95,9593,3,L
16,3379,10,g
2,6832,19,kg
58,9746,13,g
14,3561,13,kg
26,4097,16,L
19,1007,12,L
10,8768,2,g
51,8294,11,ml
31,725,15,L
21,8843,9,ml
50,9380,16,ml
80,6592,13,kg
55,5702,15,L
3,1793,15,kg
29,6154,15,kg
71,850,6,ml
32,5716,20,kg
69,7589,5,kg
34,5330,16,kg
53,1617,10,g
74,205,20,L
84,4700,3,L
61,6776,1,ml
84,2630,10,g
41,6656,12,L
78,5550,19,L
88,9466,14,L
81,8172,1,g
80,7298,11,kg
35,5636,1,kg
59,4449,11,g
85,2261,3,L
12,9909,7,L
49,5652,7,L
92,9220,2,g
8,8830,9,g
5,279,16,L
52,19,6,ml
28,5890,9,L
49,4001,16,ml
81,1073,20,kg
89,3358,18,kg
48,2724,11,g
27,972,17,L
24,5368,12,L
74,3,5,L
45,8448,18,ml
22,7170,7,ml
49,9986,2,L
68,7964,15,g
42,8241,15,L
97,2237,14,L
24,8694,10,ml
58,3818,17,g
44,5687,6,g
38,241,8,kg
57,8845,18,kg
33,6321,4,g
39,8992,6,L
95,9681,8,ml
6,9116,14,L
51,5342,2,L
40,6462,19,L
25,4320,18,g
64,4677,18,L
68,4154,11,kg
29,6547,2,L
95,8695,4,kg
87,4453,4,g
43,1902,10,L
32,6798,2,g
63,6619,7,ml
39,6088,19,kg
97,3849,17,g
12,3703,13,g
12,796,17,kg
27,6455,6,g
89,5417,6,kg
19,3051,16,ml
15,2136,9,g
32,4370,3,kg
41,2450,11,g
29,4357,1,ml
34,5722,7,g
34,9906,18,ml
4,6801,12,kg
17,2995,6,kg
70,6734,19,kg
81,4292,18,kg
91,4188,13,kg
63,9399,11,L
32,706,15,L
30,2505,10,g
57,4006,17,L
73,109,14,g
37,5549,2,g
26,8179,9,kg
73,5887,19,g
82,7989,1,kg
51,6791,9,g
16,4142,11,g
25,6764,9,kg
56,8621,13,ml
31,9543,16,kg
37,5728,11,L
57,503,12,L
34,2758,16,L
6,6762,9,g
40,602,7,L
85,2661,5,kg
64,5484,12,L
78,4789,7,ml
4,9858,1,kg
92,2496,7,ml
30,9137,17,kg
58,1497,15,kg
38,523,4,L
66,3554,6,kg
3,1234,14,L
9,4744,18,L
3,9902,4,g
47,6825,12,L
58,8678,11,g
54,5912,8,g
46,8212,2,g
43,196,15,g
66,1504,8,ml
64,4268,8,kg
47,8883,20,kg
8,2394,11,L
40,5413,20,L
33,9274,19,kg
3,2604,18,kg
52,3081,20,L
82,6517,9,kg
40,7531,20,kg
61,8552,13,ml
28,2370,10,kg
22,4862,19,kg
8,3443,3,kg
26,4847,9,g
5,6133,8,g
4,2057,17,g
61,7913,3,g
86,2880,13,L
59,4744,5,g
32,9766,14,ml
80,5950,3,kg
78,6356,14,ml
64,5,12,ml
20,3139,16,L
80,4167,2,L
77,4084,3,g
76,2287,3,L
33,1862,13,L
45,4046,8,g
64,335,11,kg
1,493,19,g
39,5206,14,kg
87,388,8,g
86,9716,5,L
58,9105,2,g
34,6352,1,ml
99,8749,16,ml
84,1093,13,L
13,4619,8,ml
44,5011,10,kg
46,8717,18,ml
53,7230,13,ml
27,3201,1,g
76,2043,13,L
46,2816,6,kg
88,5734,17,ml
54,5056,19,g
36,7645,16,kg
49,3951,15,L
93,672,2,ml
90,4356,4,g
43,7085,1,L
26,6532,19,ml
34,7540,5,g
54,7766,20,ml
20,6255,15,g
53,5846,12,kg
69,5260,13,kg
100,5886,4,kg
49,9162,20,kg
21,4231,2,ml
86,7661,8,ml
81,9726,15,ml
20,1972,6,L
56,933,3,g
53,5444,7,L
41,1225,9,kg
55,5060,5,ml
56,6666,12,ml
77,8672,20,kg
95,2876,15,ml
38,3765,7,g
45,7760,7,ml
16,1244,8,ml
85,3780,1,ml
1,4039,20,kg
60,9315,5,L
36,4645,7,kg
64,3932,16,kg
54,47,5,g
35,6676,2,ml
87,5966,18,kg
76,2828,8,kg
31,5813,12,kg
76,6307,18,ml
8,1413,6,ml
27,5880,7,L
40,1281,3,ml
93,5480,20,L
5,4413,18,g
21,910,3,kg
16,4791,5,kg
14,8717,7,kg
31,8300,17,L
28,8498,9,g
34,2900,10,kg
37,3901,7,ml
6,4588,9,kg
13,2201,19,ml
63,2219,1,g
99,82,19,g
15,4494,20,kg
85,2559,16,g
42,1026,2,L
72,1980,20,g
91,3623,9,kg
44,9292,12,L
83,5241,13,g
38,7846,7,kg
3,3071,7,kg
51,6101,14,kg
96,9771,4,L
95,195,18,kg
69,1875,20,ml
60,6025,5,L
10,4962,5,ml
4,6447,6,g
2,5251,20,kg
56,6979,12,ml
4,9466,14,g
94,6334,5,L
97,1707,20,g
92,115,6,L
2,3469,19,g
25,5446,15,ml
22,9366,14,g
73,3327,8,kg
55,448,8,g
62,989,5,kg
41,6484,9,L
10,3082,15,ml
56,1291,19,g
18,1700,15,g
6,5643,9,L
59,4952,1,L
18,4161,10,kg
95,6010,18,kg
7,1995,18,kg
38,3363,7,g
99,8410,20,ml
63,5120,10,ml
47,4920,16,ml
100,6913,5,ml
11,1213,1,g
69,3388,8,L
77,958,10,L
30,1180,19,ml
15,7580,7,g
97,5888,13,ml
50,2331,7,kg
70,1588,9,kg
65,2889,3,g
33,5017,9,L
24,9682,20,kg
59,3696,4,kg
60,7439,19,ml
6,8991,13,kg
13,7899,1,g
65,5432,6,ml
51,7745,18,L
97,537,2,ml
71,819,3,kg
56,3234,12,L
2,499,20,kg
32,8990,7,L
12,3826,20,L
87,8219,20,g
46,6499,3,L
5,1844,20,g
31,5100,8,kg
100,8060,14,L
86,6571,14,kg
33,2489,11,ml
39,6634,3,g
95,3049,17,kg
73,6447,1,g
73,4749,8,ml
45,4248,14,L
16,980,15,kg
86,5092,6,g
9,1866,20,g
96,3575,1,kg
45,9162,15,L
34,3204,3,L
4,5167,1,g
45,2204,11,ml
37,2357,6,kg
9,8932,16,g
51,5560,7,kg
75,1668,20,kg
27,2980,16,g
70,103,4,ml
81,2969,2,kg
92,2632,13,kg
53,246,17,ml
23,9616,2,ml
68,1376,1,kg
81,7806,17,ml
66,9736,20,kg
74,4906,9,kg
49,5466,11,L
98,7167,8,g
7,4044,9,g
65,4912,20,g
55,2043,18,ml
28,9039,18,L
7,8129,19,ml
56,4612,19,L
84,9592,12,kg
69,2057,20,L
95,1411,15,L
45,382,2,g
35,5775,1,kg
34,9317,20,L
16,2723,8,g
80,8488,3,ml
64,5155,1,g
54,3512,17,ml
71,6276,2,ml
93,1321,11,L
32,8025,6,kg
21,8194,14,L
96,9235,3,L
87,2973,16,ml
100,2763,10,kg
77,5965,5,L
55,3156,6,L
38,5671,14,kg
47,4637,7,g
59,8718,1,L
16,2208,8,g
99,6863,14,ml
96,1665,15,kg
93,5616,11,L
58,9489,7,g
91,8767,15,g
42,6393,11,g
75,3715,3,kg
53,6068,5,L
70,9345,11,L
100,3848,14,kg
16,409,11,kg
64,8980,9,ml
36,7578,7,g
33,5345,3,ml
54,7949,19,g
60,5701,17,g
1,8179,1,g
12,3770,15,L
39,5056,15,kg
13,4153,7,g
90,9224,19,kg
8,4511,10,ml
60,4441,18,g
71,89,12,kg
74,8202,19,g
1,4295,3,L
87,1773,16,g
33,2390,8,L
15,3587,3,kg
88,5761,20,kg
97,6148,15,L
44,6166,8,L
91,7398,10,ml
5,1452,12,kg
42,4664,18,kg
36,7251,19,L
29,1823,18,L
41,6670,3,kg
11,8237,14,g
65,5246,19,g
40,1067,14,ml
86,2302,6,L
69,8212,7,kg
75,8933,3,L
86,2972,3,L
33,9174,5,kg
50,3137,10,g
67,5727,16,g
40,4288,9,ml
66,1316,14,kg
69,5363,10,ml
36,2317,5,g
19,4332,16,g
14,3267,14,kg
66,7178,8,kg
17,9075,20,ml
64,5239,5,L
26,3093,2,g
40,403,10,g
50,4004,11,g
97,5416,2,L
76,6101,10,ml
58,2979,14,g
26,4907,5,g
55,8056,1,g
4,364,4,ml
15,2262,14,g
41,3775,10,ml
56,5399,3,kg
48,4273,11,kg
87,765,1,kg
31,1347,20,g
64,9588,12,kg
2,9600,7,L
33,4245,2,L
99,7320,9,kg
61,4325,10,g
6,4787,8,kg
4,3689,10,L
14,1301,3,L
40,1879,8,g
25,4661,2,L
13,4728,5,g
35,8076,16,kg
41,5419,6,g
94,5317,19,ml
64,8673,11,ml
32,8763,11,ml
50,4778,15,kg
76,6159,5,ml
81,3872,19,g
24,3728,17,g
59,2532,10,ml
37,9239,8,ml
37,6717,12,g
99,767,8,g
1,7710,17,L
22,1769,2,kg
95,518,15,g
25,1872,8,kg
44,6345,2,L
45,8145,15,ml
28,8981,10,ml
63,8577,18,kg
30,2103,12,g
89,10000,15,L
16,6290,12,kg
1,3346,9,ml
40,397,1,ml
98,1363,4,ml
27,379,16,g
2,8200,11,g
46,8351,2,kg
59,1487,4,L
71,4587,17,g
90,3342,20,kg
26,7455,9,ml
98,2912,20,ml
52,6881,18,ml
68,4860,19,ml
15,7829,4,L
51,989,15,ml
13,1543,15,ml
35,5990,1,kg
39,1915,15,kg
80,6823,12,L
59,2748,12,g
60,9030,1,L
17,4520,11,g
74,8964,20,ml
57,2773,7,kg
91,5475,4,g
14,4850,8,g
51,956,7,L
94,9573,1,g
17,4696,18,g
20,8100,6,L
56,6396,9,kg
62,217,3,ml
80,5418,9,L
82,1786,3,ml
5,5123,1,L
2,9686,16,L
94,3286,19,kg
95,7368,1,g
49,8890,13,ml
70,8090,4,ml
23,9407,20,L
75,5669,8,g
79,999,9,g
96,5600,9,ml
81,3926,4,L
76,892,19,g
67,2427,6,ml
27,5893,15,ml
78,1075,3,kg
35,5688,19,kg
96,3028,4,g
100,6571,1,ml
8,1443,12,ml
32,1191,17,ml
45,3196,6,L
75,1725,13,ml
99,8221,17,ml
35,8742,2,ml
70,1985,1,L
66,8097,5,ml
42,6064,1,g
90,6644,19,L
54,7377,11,ml
94,7453,17,ml
47,4586,12,kg
60,6317,20,kg
54,8850,4,kg
21,726,18,kg
30,6913,13,ml
97,8275,11,ml
56,4110,11,L
2,7776,6,kg
18,2074,10,ml
9,1633,9,L
91,6396,2,g
35,6335,3,kg
93,4871,11,L
70,7906,17,L
43,3714,20,g
90,7253,13,L
4,58,20,ml
44,7299,17,g
98,6954,8,g
73,7567,4,L
32,8710,2,kg
39,2777,19,g
17,4437,17,ml
27,2942,5,L
23,5024,8,g
53,7323,14,L
52,468,8,L
23,3768,13,ml
13,1904,14,g
32,1854,12,ml
97,6289,2,kg
80,4422,4,g
95,7083,8,g
34,1834,20,L
74,8188,3,kg
45,4494,15,L
40,3694,3,L
94,8246,4,ml
12,9189,15,g
22,9515,19,ml
83,8954,1,kg
98,8101,6,kg
82,8643,17,g
19,7793,19,kg
55,2285,13,g
98,9127,15,g
44,9897,15,g
42,7400,4,ml
87,6971,12,L
73,4760,8,ml
18,5401,15,ml
31,7181,14,g
12,4429,20,kg
2,1497,12,L
2,1920,4,L
54,7429,17,kg
39,6270,11,kg
57,8452,17,L
12,4127,17,g
73,7435,8,kg
63,5122,7,g
11,4946,4,kg
88,8338,7,ml
31,3314,15,L
84,1858,14,L
26,1494,16,kg
9,9054,18,L
24,344,19,ml
67,9451,13,kg
84,605,6,L
56,1014,4,L
92,3075,18,kg
66,573,7,kg
3,5251,1,ml
70,4545,5,kg
86,8725,14,kg
2,9616,14,g
77,5808,18,L
54,1987,1,kg
16,7050,6,kg
98,8054,3,L
43,5493,10,kg
73,9545,9,kg
51,1495,20,g
86,1543,14,kg
2,1596,4,ml
97,9849,2,ml
81,2579,6,g
64,2439,17,L
8,7239,19,L
43,1073,19,ml
98,1633,4,ml
67,1362,10,kg
10,119,15,g
83,3436,4,ml
7,295,17,ml
7,7801,16,L
21,7753,5,kg
37,1352,8,ml
16,3522,3,kg
14,1302,17,L
100,1673,17,kg
3,3613,20,L
86,9728,5,kg
61,4171,18,g
55,3628,9,L
32,6923,13,g
17,3829,6,g
64,9323,6,L
69,8206,1,L
50,6605,4,kg
60,6952,15,ml
86,3477,2,kg
45,8146,10,ml
3,3107,15,kg
34,6690,19,kg
26,7204,11,kg
56,9060,7,g
52,9539,13,g
76,8924,13,kg
64,8378,14,ml
4,8576,12,L
97,3068,14,kg
65,8250,4,L
81,3505,13,L
25,6649,16,ml
23,4287,12,L
85,3404,2,g
24,4375,13,g
2,9681,5,L
54,5656,8,kg
26,9000,1,L
60,2909,1,g
80,62,20,ml
57,1883,16,L
58,5733,5,g
69,6228,18,L
100,5664,8,L
16,2623,18,ml
54,8755,20,ml
98,5084,18,ml
84,183,6,L
59,158,5,kg
84,6850,11,L
75,9191,19,ml
81,3672,5,L
34,3681,13,kg
85,6005,5,ml
7,1847,9,L
71,4464,17,ml
36,4574,4,ml
4,9225,17,L
74,3893,4,L
8,5958,15,g
45,2690,18,kg
60,7448,10,L
71,9769,16,L
74,1444,1,L
46,253,8,g
100,2545,13,L
15,9818,3,L
23,4267,14,ml
100,155,19,L
52,6432,12,ml
40,3225,15,kg
4,4919,16,kg
1,3886,9,L
58,6320,15,ml
75,6188,13,ml
17,6649,4,L
91,7442,9,ml
86,7295,8,kg
33,8380,9,kg
89,7165,16,L
72,8591,1,kg
40,447,10,kg
15,9453,16,kg
38,8193,16,L
83,4147,7,g
73,9815,6,g
99,313,11,ml
59,1765,19,ml
92,2016,17,kg
29,8657,12,g
17,3989,18,ml
81,2240,13,ml
51,9350,10,g
26,9450,13,g
22,3523,1,kg
15,9319,16,g
70,4379,5,ml
90,5396,12,ml
78,9277,5,ml
21,5370,8,kg
29,5819,8,g
71,2407,19,kg
63,5265,4,L
39,2276,15,L
67,8788,18,L
90,883,17,L
53,7490,7,L
7,2176,10,kg
39,6012,7,ml
21,1579,1,g
47,1638,5,kg
25,785,2,g
1,540,1,kg
20,3052,7,L
4,6064,4,ml
31,7579,1,g
92,1696,2,g
54,5486,20,kg
71,6193,8,g
66,2343,16,L
76,5934,8,g
87,7773,18,g
40,172,7,ml
8,9785,5,g
49,1307,14,kg
27,6449,8,g
32,1386,10,ml
38,9144,20,L
3,6304,11,L
55,590,1,L
11,971,12,g
49,4264,7,L
8,5435,7,L
18,2004,17,g
60,4716,4,g
27,1981,16,L
6,1125,13,ml
30,6613,8,L
55,4800,19,ml
83,5730,16,ml
67,6115,16,L
41,2055,8,L
6,627,1,kg
1,573,15,ml
58,1350,7,g
41,8916,10,ml
68,8435,7,kg
1,7110,10,L
13,3201,10,g
81,3379,18,ml
45,1685,17,L
66,6696,2,ml
85,9341,20,g
4,805,13,L
54,9144,9,ml
43,4314,9,L
12,6199,8,ml
24,9424,13,L
33,9207,11,g
51,4871,3,kg
39,3338,10,g
31,1770,1,kg
87,5160,12,ml
82,4606,20,ml
39,9978,10,kg
33,2515,20,ml
35,2375,3,kg
29,3020,16,g
79,6241,7,ml
7,4217,20,g
30,2934,14,ml
58,2372,14,kg
1,4239,2,kg
87,8764,6,L
18,1443,7,ml
47,8555,4,g
90,8333,10,g
93,413,11,ml
73,7860,15,ml
86,3672,10,kg
65,9386,6,kg
64,8201,9,L
90,7889,16,kg
15,8768,2,ml
23,1841,12,ml
35,9275,8,ml
94,2302,10,kg
16,8152,6,ml
60,6003,15,kg
18,8133,10,g
47,9490,2,kg
51,2482,6,L
65,8347,14,L
22,3656,15,g
39,1888,18,ml
42,4726,5,ml
77,2006,9,ml
5,9236,11,ml
90,2135,5,L
84,4537,11,g
57,5583,3,g
42,4660,13,ml
41,7267,13,g
77,1186,20,ml
38,2160,15,L
93,5958,10,L
21,9835,16,kg
24,261,10,ml
37,1246,18,ml
4,5896,4,L
1,2915,20,ml
81,1141,10,L
17,6243,17,L
33,8070,17,ml
89,6653,1,ml
87,1908,6,g
23,3877,5,g
38,253,12,kg
72,661,6,g
71,6024,7,ml
23,6663,11,g
28,1886,9,L
44,7991,16,L
38,226,13,ml
11,7698,1,L
70,2721,10,g
36,3424,9,L
78,6301,16,g
13,9611,3,kg
3,7488,3,L
25,6872,9,g
53,7025,17,L
55,1243,20,g
30,8152,7,ml
3,122,3,L
57,5581,4,ml
58,8122,17,g
42,1691,10,ml
11,9404,4,g
35,5559,4,kg
63,2474,9,g
7,8289,7,kg
73,7329,20,ml
42,18,1,ml
38,5342,10,ml
65,9992,18,L
41,1484,10,L
22,244,14,g
28,8892,17,L
37,234,6,L
88,1480,9,g
82,1747,19,L
28,2284,15,kg
44,7881,11,kg
17,8996,18,ml
87,4059,9,L
19,4351,15,g
64,9005,8,L
66,3530,18,ml
67,5092,8,L
38,2390,13,g
92,1117,8,ml
56,2865,20,L
45,3358,5,ml
66,7422,18,kg
67,472,1,kg
77,7739,9,ml
18,2401,18,ml
31,4042,4,ml
32,8642,16,kg
51,9226,13,L
4,8303,6,g
40,5332,8,L
49,3638,15,kg
71,5228,13,kg
57,3225,4,g
82,9174,1,g
68,942,5,g
67,2833,2,kg
70,7777,15,kg
58,7048,15,g
45,2406,11,kg
63,3173,16,g
6,7225,20,L
40,4982,17,L
71,8553,2,kg
49,6981,4,ml
19,6649,1,g
28,2687,6,L
56,1232,11,g
65,7164,19,ml
67,5216,13,kg
64,1650,15,g
23,8754,18,g
9,687,13,kg
54,4552,19,ml
18,6249,17,L
20,7909,18,g
84,1146,18,L
78,8871,12,g
59,6935,17,kg
68,6843,7,kg
61,4604,5,L
3,6150,6,kg
67,9842,6,kg
16,934,5,kg
40,5321,4,g
12,2189,16,L
59,1810,18,ml
16,9161,1,ml
53,1745,3,ml
21,6598,3,L
42,9900,10,kg
64,3055,18,L
26,4963,6,kg
21,5959,15,ml
86,3833,6,ml
47,8505,9,ml
60,1602,13,kg
99,8790,17,L
2,407,18,L
98,5550,5,g
92,8301,18,kg
83,5196,20,ml
9,9202,2,g
61,5820,13,kg
95,3387,13,L
69,5328,2,L
10,2944,17,L
37,4939,15,L
49,3396,2,g
66,7935,17,g
86,6442,17,L
67,1826,11,g
26,9443,19,ml
100,6841,14,kg
36,5135,7,kg
30,5813,15,kg
9,7394,5,kg
63,371,11,g
4,5218,6,g
60,106,17,kg
66,7462,19,kg
27,9174,11,L
44,2256,3,L
55,2503,10,L
97,3405,19,L
90,5625,19,L
9,8085,10,ml
49,1856,20,L
28,5723,20,L
62,7578,7,kg
60,8400,17,L
87,2224,13,g
63,759,8,kg
95,6449,15,kg
44,6263,1,L
99,1626,4,L
1,8131,20,g
69,3549,12,g
74,5053,6,ml
3,2586,17,L
25,5328,10,L
38,8786,11,ml
70,134,16,kg
62,8865,4,L
89,9256,14,ml
98,6320,16,kg
63,1875,20,L
26,7141,13,kg
68,801,9,L
